name,ideology,ideology_icon,city,state,is_statewide,is_headquarters,group,latitude,longitude,ideology_link,group_link,latitude_longitude_appended
New Yorkers for Immigration Control and Enforcement (NYICE),Anti-Immigrant,anti-immigrant,New York,New York,FALSE,TRUE,,40.741366,-73.998448,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-immigrant,,"40.741366, -73.998448"
American Freedom Defense Initiative,Anti-Muslim,anti-muslim,New York,New York,FALSE,TRUE,,40.776905,-73.980064,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"40.776905, -73.980064"
Center for Family and Human Rights (C-FAM),Anti-LGBT,anti-lgbt,New York,New York,FALSE,FALSE,,40.751984,-73.969779,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"40.751984, -73.969779"
Aryan Strikeforce,Racist Skinhead,racist-skinhead,,New York,TRUE,FALSE,,43.29,-74.21,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"43.29, -74.21"
ATLAH World Missionary Church (All The Land Anointed Holy),Anti-LGBT,anti-lgbt,New York,New York,FALSE,TRUE,,40.813891,-73.962432,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"40.813891, -73.962432"
Black Riders Liberation Party,Black Separatist,black-separatist,New York,New York,FALSE,FALSE,,40.71,-74,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"40.71, -74"
National Socialist Movement,Neo-Nazi,neo-nazi,,New York,TRUE,FALSE,National Socialist Movement,43.29,-74.21,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,https://www.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement,"43.29, -74.21"
All Eyes On Egipt Bookstore Brooklyn NY,Black Separatist,black-separatist,Brooklyn,New York,FALSE,TRUE,,40.69,-73.93,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"40.69, -73.93"
Bosch Fawstin,Anti-Muslim,anti-muslim,New York,New York,FALSE,FALSE,,40.71,-74,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"40.71, -74"
Loyal White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Hampton Bays,New York,FALSE,FALSE,,40.86,-72.51,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"40.86, -72.51"
Israelite School of Universal Practical Knowledge,Black Separatist,black-separatist,New York,New York,FALSE,FALSE,,40.71,-74,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"40.71, -74"
Israelite School of Universal Practical Knowledge,Black Separatist,black-separatist,Syracuse,New York,FALSE,FALSE,,43.04,-76.14,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"43.04, -76.14"
Israel United In Christ,Black Separatist,black-separatist,Bronx,New York,FALSE,FALSE,,40.84,-73.86,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"40.84, -73.86"
Israel United In Christ,Black Separatist,black-separatist,Mount Vernon,New York,FALSE,TRUE,,40.91,-73.85,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"40.91, -73.85"
Blood and Honour Social Club,Racist Skinhead,racist-skinhead,New York,New York,FALSE,FALSE,Blood & Honour,40.71,-74,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,https://www.splcenter.org/fighting-hate/extremist-files/group/blood-honour,"40.71, -74"
United Riot Records,Hate Music,racist-music,New York,New York,FALSE,FALSE,,40.71,-74,https://www.splcenter.org/fighting-hate/extremist-files/ideology/hate-music,,"40.71, -74"
Aryan Renaissance Society,Neo-Nazi,neo-nazi,New York,New York,FALSE,FALSE,,40.71,-74,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"40.71, -74"
The Daily Stormer,Neo-Nazi,neo-nazi,,New York,TRUE,FALSE,,40.78,-73.13,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"40.78, -73.13"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Hempstead,New York,FALSE,FALSE,,40.7,-73.61,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"40.7, -73.61"
ACT for America,Anti-Muslim,anti-muslim,,New York,TRUE,FALSE,,40.78,-73.13,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"40.78, -73.13"
ACT for America,Anti-Muslim,anti-muslim,New York,New York,FALSE,FALSE,,40.67,-73.94,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"40.67, -73.94"
Church of the National Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Panama,New York,FALSE,TRUE,,42.07,-79.48,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"42.07, -79.48"
White New York,White Nationalist,white-nationalist,Rochester,New York,FALSE,TRUE,,43.16,-77.61,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"43.16, -77.61"
Wolf Tyr Productions,Hate Music,racist-music,Holbrook,New York,FALSE,FALSE,,40.81,-73.07,https://www.splcenter.org/fighting-hate/extremist-files/ideology/hate-music,,"40.81, -73.07"
Militant Knights of the Ku Klux Klan,Ku Klux Klan,kkk,,New York,TRUE,FALSE,,43.29,-74.21,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"43.29, -74.21"
Firm 22,Racist Skinhead,racist-skinhead,New York,New York,FALSE,FALSE,,40.71,-74,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"40.71, -74"
Deir Yassin Remembered,Holocaust Denial,holocaust-denial,Geneva,New York,FALSE,TRUE,,42.86,-76.98,https://www.splcenter.org/fighting-hate/extremist-files/ideology/holocaust-denial,,"42.86, -76.98"
Counter-Currents Publishing,White Nationalist,white-nationalist,New York,New York,FALSE,FALSE,,40.71,-74,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"40.71, -74"
The Right Stuff,White Nationalist,white-nationalist,New York,New York,FALSE,TRUE,,40.71,-74,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"40.71, -74"
Foundation for Advancing Christian Truth,Anti-Muslim,anti-muslim,,New York,TRUE,FALSE,,40.9,-73.85,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"40.9, -73.85"
Nation of Islam,Black Separatist,black-separatist,Durham,North Carolina,FALSE,FALSE,Nation of Islam,35.96,-78.8,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"35.96, -78.8"
Nation of Islam,Black Separatist,black-separatist,Charlotte,North Carolina,FALSE,FALSE,Nation of Islam,35.268007,-80.882107,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"35.268007, -80.882107"
League of the South,Neo-Confederate,neo-confederate,Wilmington,North Carolina,FALSE,FALSE,League of the South,34.237859,-77.947639,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,https://www.splcenter.org/fighting-hate/extremist-files/group/league-south,"34.237859, -77.947639"
Nation of Islam,Black Separatist,black-separatist,Greensboro,North Carolina,FALSE,FALSE,Nation of Islam,36.019649,-79.762417,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"36.019649, -79.762417"
Nation of Islam,Black Separatist,black-separatist,Raleigh,North Carolina,FALSE,FALSE,Nation of Islam,35.75,-78.63,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"35.75, -78.63"
Nation of Islam,Black Separatist,black-separatist,Winston-Salem,North Carolina,FALSE,FALSE,Nation of Islam,36.06,-80.27,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"36.06, -80.27"
Americans for Legal Immigration (ALIPAC),Anti-Immigrant,anti-immigrant,Raleigh,North Carolina,FALSE,FALSE,,35.85,-78.69,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-immigrant,,"35.85, -78.69"
Confederate Hammerskins,Racist Skinhead,racist-skinhead,,North Carolina,TRUE,FALSE,,35.75,-79.01,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"35.75, -79.01"
Crew 38,Racist Skinhead,racist-skinhead,,North Carolina,TRUE,FALSE,,35.75,-79.01,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"35.75, -79.01"
Loyal White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Pelham,North Carolina,FALSE,TRUE,,36.51,-79.47,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"36.51, -79.47"
Providence Road Baptist Church,Anti-LGBT,anti-lgbt,Maiden,North Carolina,FALSE,TRUE,,35.575688,-81.211747,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"35.575688, -81.211747"
Southern National Congress,Neo-Confederate,neo-confederate,,North Carolina,FALSE,FALSE,,35.4,-79.13,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,,"35.4, -79.13"
East Coast Knights of the True Invisible Empire,Ku Klux Klan,kkk,,North Carolina,TRUE,FALSE,,35.75,-79.01,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"35.75, -79.01"
Vinlanders Social Club,Racist Skinhead,racist-skinhead,,North Carolina,TRUE,FALSE,Vinlanders Social Club,35.75,-79.01,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,https://www.splcenter.org/fighting-hate/extremist-files/group/vinlanders-social-club,"35.75, -79.01"
Israel United in Christ,Black Separatist,black-separatist,Charlotte,North Carolina,FALSE,FALSE,,35.27,-80.79,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"35.27, -80.79"
Traditionalist Youth Network,White Nationalist,white-nationalist,Benson,North Carolina,FALSE,FALSE,,35.75,-79.01,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"35.75, -79.01"
Blood and Honour Social Club,Racist Skinhead,racist-skinhead,Greensboro,North Carolina,FALSE,TRUE,Blood & Honour,36.07,-79.79,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,https://www.splcenter.org/fighting-hate/extremist-files/group/blood-honour,"36.07, -79.79"
Confederate White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Vale,North Carolina,FALSE,FALSE,,35.54,-81.39,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"35.54, -81.39"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Sanford,North Carolina,FALSE,FALSE,,35.47,-79.18,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"35.47, -79.18"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Chapel Hill,North Carolina,FALSE,FALSE,,35.91,-79.05,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"35.91, -79.05"
United Dixie White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,,North Carolina,TRUE,FALSE,,35.75,-79.01,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"35.75, -79.01"
ACT for America,Anti-Muslim,anti-muslim,Fayetteville,North Carolina,FALSE,FALSE,,35.05,-78.87,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"35.05, -78.87"
Knights of the White Disciples,Ku Klux Klan,kkk,,North Carolina,TRUE,FALSE,,35.75,-79.01,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"35.75, -79.01"
The Daily Stormer,Neo-Nazi,neo-nazi,Charlotte,North Carolina,FALSE,FALSE,,35.22,-80.84,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"35.22, -80.84"
"Israelite Church of God in Jesus Christ, The",Black Separatist,black-separatist,Greensboro,North Carolina,FALSE,FALSE,,36.07,-79.79,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"36.07, -79.79"
Israelite School of Universal Practical Knowledge,Black Separatist,black-separatist,,North Carolina,TRUE,FALSE,,35.75,-79.01,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"35.75, -79.01"
The Daily Stormer,Neo-Nazi,neo-nazi,Raleigh,North Carolina,FALSE,FALSE,,35.77,-78.63,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"35.77, -78.63"
Soldiers of Odin,Anti-Muslim,anti-muslim,,North Carolina,TRUE,FALSE,,35.75,-79.01,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"35.75, -79.01"
ACTBAC NC,Neo-Confederate,neo-confederate,Snow Camp,North Carolina,FALSE,TRUE,,35.89,-79.43,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,,"35.89, -79.43"
The Daily Stormer,Neo-Nazi,neo-nazi,Asheville,North Carolina,FALSE,FALSE,,35.59,-82.55,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"35.59, -82.55"
Church of the National Knights of the Ku Klux Klan,Ku Klux Klan,kkk,,North Carolina,TRUE,FALSE,,35.75,-79.01,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"35.75, -79.01"
American Freedom Party,White Nationalist,white-nationalist,Grand Forks,North Dakota,FALSE,FALSE,American Freedom Party,47.892095,-97.062818,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,https://www.splcenter.org/fighting-hate/extremist-files/group/american-freedom-party,"47.892095, -97.062818"
Nation of Islam,Black Separatist,black-separatist,Columbus,Ohio,FALSE,FALSE,Nation of Islam,39.97,-82.96,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"39.97, -82.96"
Nation of Islam,Black Separatist,black-separatist,Cleveland,Ohio,FALSE,FALSE,Nation of Islam,41.45,-81.59,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"41.45, -81.59"
Nation of Islam,Black Separatist,black-separatist,Dayton,Ohio,FALSE,FALSE,Nation of Islam,39.738371,-84.291075,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"39.738371, -84.291075"
Nation of Islam,Black Separatist,black-separatist,Akron,Ohio,FALSE,FALSE,Nation of Islam,41.08,-81.51,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"41.08, -81.51"
Non-Universal Teaching Ministries,Christian Identity,christian-identity,Fostoria,Ohio,FALSE,TRUE,,41.156998,-83.41687,https://www.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity,,"41.156998, -83.41687"
Mission: America,Anti-LGBT,anti-lgbt,Columbus,Ohio,FALSE,TRUE,,39.955692,-82.934021,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"39.955692, -82.934021"
Christ or Chaos,Radical Traditional Catholicism,rad-trad-catholicism,West Chester,Ohio,FALSE,TRUE,,39.328237,-84.553667,https://www.splcenter.org/fighting-hate/extremist-files/ideology/radical-traditional-catholicism,,"39.328237, -84.553667"
Aryan Strikeforce,Racist Skinhead,racist-skinhead,,Ohio,TRUE,FALSE,,40.41,-82.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"40.41, -82.9"
The Daily Stormer,Neo-Nazi,neo-nazi,Worthington,Ohio,FALSE,TRUE,,40.1,-83.01,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"40.1, -83.01"
Pass the Salt Ministries,Anti-LGBT,anti-lgbt,Hebron,Ohio,FALSE,TRUE,,39.96,-82.49,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"39.96, -82.49"
New Black Panther Party,Black Separatist,black-separatist,Dayton,Ohio,FALSE,FALSE,New Black Panther Party,39.75,-84.19,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/new-black-panther-party,"39.75, -84.19"
Militant Knights of the Ku Klux Klan,Ku Klux Klan,kkk,,Ohio,TRUE,FALSE,,40.41,-82.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"40.41, -82.9"
All Eyes on Egipt Bookstore,Black Separatist,black-separatist,Cleveland,Ohio,FALSE,FALSE,,41.52,-81.58,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"41.52, -81.58"
Israel United In Christ,Black Separatist,black-separatist,Heath,Ohio,FALSE,FALSE,,40.03,-82.43,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"40.03, -82.43"
Faith2Action,Anti-LGBT,anti-lgbt,North Royalton,Ohio,FALSE,TRUE,,41.31,-81.72,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"41.31, -81.72"
Citizens for Community Values,Anti-LGBT,anti-lgbt,Cincinnati,Ohio,FALSE,TRUE,,39.27,-84.4,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"39.27, -84.4"
Supreme White Alliance,Racist Skinhead,racist-skinhead,,Ohio,TRUE,TRUE,,40.41,-82.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"40.41, -82.9"
Blood and Honour Social Club,Racist Skinhead,racist-skinhead,,Ohio,TRUE,FALSE,Blood & Honour,40.41,-82.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,https://www.splcenter.org/fighting-hate/extremist-files/group/blood-honour,"40.41, -82.9"
The Daily Stormer,Neo-Nazi,neo-nazi,Columbus,Ohio,FALSE,FALSE,,39.96,-82.99,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"39.96, -82.99"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,,Ohio,TRUE,FALSE,,40.41,-82.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"40.41, -82.9"
